,Indicator,Group,Subgroup,Time_Period,Value,Risk
2808,Symptoms of Depressive Disorder,By State,Arizona,2020-09-02,26.5,Mild
2809,Symptoms of Depressive Disorder,By State,Arkansas,2020-09-02,29.8,Mild
2810,Symptoms of Depressive Disorder,By State,California,2020-09-02,27.6,Mild
2811,Symptoms of Depressive Disorder,By State,Colorado,2020-09-02,22.7,Mild
2812,Symptoms of Depressive Disorder,By State,Connecticut,2020-09-02,21.2,Mild
2813,Symptoms of Depressive Disorder,By State,Delaware,2020-09-02,23.3,Mild
2814,Symptoms of Depressive Disorder,By State,District of Columbia,2020-09-02,20.9,Mild
2815,Symptoms of Depressive Disorder,By State,Florida,2020-09-02,25.3,Mild
2816,Symptoms of Depressive Disorder,By State,Georgia,2020-09-02,23.2,Mild
2817,Symptoms of Depressive Disorder,By State,Hawaii,2020-09-02,29.4,Mild
2818,Symptoms of Depressive Disorder,By State,Idaho,2020-09-02,21.8,Mild
2819,Symptoms of Depressive Disorder,By State,Illinois,2020-09-02,24.2,Mild
2820,Symptoms of Depressive Disorder,By State,Indiana,2020-09-02,20.7,Mild
2821,Symptoms of Depressive Disorder,By State,Iowa,2020-09-02,22.8,Mild
2822,Symptoms of Depressive Disorder,By State,Kansas,2020-09-02,19.3,Mild
2823,Symptoms of Depressive Disorder,By State,Kentucky,2020-09-02,30.1,Moderate
2824,Symptoms of Depressive Disorder,By State,Louisiana,2020-09-02,30.3,Moderate
2825,Symptoms of Depressive Disorder,By State,Maine,2020-09-02,20.4,Mild
2826,Symptoms of Depressive Disorder,By State,Maryland,2020-09-02,23.3,Mild
2827,Symptoms of Depressive Disorder,By State,Massachusetts,2020-09-02,20.5,Mild
2828,Symptoms of Depressive Disorder,By State,Michigan,2020-09-02,23.4,Mild
2829,Symptoms of Depressive Disorder,By State,Minnesota,2020-09-02,18.6,Mild
2830,Symptoms of Depressive Disorder,By State,Mississippi,2020-09-02,28.4,Mild
2831,Symptoms of Depressive Disorder,By State,Missouri,2020-09-02,21.8,Mild
2832,Symptoms of Depressive Disorder,By State,Montana,2020-09-02,22.2,Mild
2833,Symptoms of Depressive Disorder,By State,Nebraska,2020-09-02,21.7,Mild
2834,Symptoms of Depressive Disorder,By State,Nevada,2020-09-02,27.1,Mild
2835,Symptoms of Depressive Disorder,By State,New Hampshire,2020-09-02,22.1,Mild
2836,Symptoms of Depressive Disorder,By State,New Jersey,2020-09-02,21.9,Mild
2837,Symptoms of Depressive Disorder,By State,New Mexico,2020-09-02,27.5,Mild
2838,Symptoms of Depressive Disorder,By State,New York,2020-09-02,25.1,Mild
2839,Symptoms of Depressive Disorder,By State,North Carolina,2020-09-02,20.9,Mild
2840,Symptoms of Depressive Disorder,By State,North Dakota,2020-09-02,17.4,Mild
2841,Symptoms of Depressive Disorder,By State,Ohio,2020-09-02,25.4,Mild
2842,Symptoms of Depressive Disorder,By State,Oklahoma,2020-09-02,26.5,Mild
2843,Symptoms of Depressive Disorder,By State,Oregon,2020-09-02,26.7,Mild
2844,Symptoms of Depressive Disorder,By State,Pennsylvania,2020-09-02,22.9,Mild
2845,Symptoms of Depressive Disorder,By State,Rhode Island,2020-09-02,25.3,Mild
2846,Symptoms of Depressive Disorder,By State,South Carolina,2020-09-02,22.9,Mild
2847,Symptoms of Depressive Disorder,By State,South Dakota,2020-09-02,20.2,Mild
2848,Symptoms of Depressive Disorder,By State,Tennessee,2020-09-02,24.0,Mild
2849,Symptoms of Depressive Disorder,By State,Texas,2020-09-02,26.9,Mild
2850,Symptoms of Depressive Disorder,By State,Utah,2020-09-02,22.0,Mild
2851,Symptoms of Depressive Disorder,By State,Vermont,2020-09-02,19.6,Mild
2852,Symptoms of Depressive Disorder,By State,Virginia,2020-09-02,22.4,Mild
2853,Symptoms of Depressive Disorder,By State,Washington,2020-09-02,22.7,Mild
2854,Symptoms of Depressive Disorder,By State,West Virginia,2020-09-02,26.9,Mild
2855,Symptoms of Depressive Disorder,By State,Wisconsin,2020-09-02,19.3,Mild
2856,Symptoms of Depressive Disorder,By State,Wyoming,2020-09-02,23.6,Mild
2858,Symptoms of Anxiety Disorder,By Age,18 - 29 years,2020-09-02,40.6,Extreme
2859,Symptoms of Anxiety Disorder,By Age,30 - 39 years,2020-09-02,37.9,High
2860,Symptoms of Anxiety Disorder,By Age,40 - 49 years,2020-09-02,33.7,Moderate
2861,Symptoms of Anxiety Disorder,By Age,50 - 59 years,2020-09-02,30.8,Moderate
2862,Symptoms of Anxiety Disorder,By Age,60 - 69 years,2020-09-02,24.9,Mild
2863,Symptoms of Anxiety Disorder,By Age,70 - 79 years,2020-09-02,19.2,Mild
2864,Symptoms of Anxiety Disorder,By Age,80 years and above,2020-09-02,17.7,Mild
2865,Symptoms of Anxiety Disorder,By Sex,Male,2020-09-02,27.2,Mild
2866,Symptoms of Anxiety Disorder,By Sex,Female,2020-09-02,35.5,High
2867,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-09-02,35.9,High
2868,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-09-02,30.4,Moderate
2869,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-09-02,33.0,Moderate
2870,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-09-02,21.5,Mild
2871,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-09-02,42.1,Extreme
2872,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2020-09-02,38.9,High
2873,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2020-09-02,30.6,Moderate
2874,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2020-09-02,33.8,Moderate
2875,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2020-09-02,28.5,Mild
2876,Symptoms of Anxiety Disorder,By State,Alabama,2020-09-02,33.7,Moderate
2877,Symptoms of Anxiety Disorder,By State,Alaska,2020-09-02,28.4,Mild
2878,Symptoms of Anxiety Disorder,By State,Arizona,2020-09-02,33.4,Moderate
2879,Symptoms of Anxiety Disorder,By State,Arkansas,2020-09-02,36.0,High
2880,Symptoms of Anxiety Disorder,By State,California,2020-09-02,34.2,Moderate
2881,Symptoms of Anxiety Disorder,By State,Colorado,2020-09-02,33.4,Moderate
2882,Symptoms of Anxiety Disorder,By State,Connecticut,2020-09-02,33.1,Moderate
2883,Symptoms of Anxiety Disorder,By State,Delaware,2020-09-02,29.8,Mild
2884,Symptoms of Anxiety Disorder,By State,District of Columbia,2020-09-02,33.3,Moderate
2885,Symptoms of Anxiety Disorder,By State,Florida,2020-09-02,31.3,Moderate
2886,Symptoms of Anxiety Disorder,By State,Georgia,2020-09-02,31.1,Moderate
2887,Symptoms of Anxiety Disorder,By State,Hawaii,2020-09-02,34.4,Moderate
2888,Symptoms of Anxiety Disorder,By State,Idaho,2020-09-02,31.2,Moderate
2889,Symptoms of Anxiety Disorder,By State,Illinois,2020-09-02,32.6,Moderate
2890,Symptoms of Anxiety Disorder,By State,Indiana,2020-09-02,30.0,Mild
2891,Symptoms of Anxiety Disorder,By State,Iowa,2020-09-02,26.8,Mild
2892,Symptoms of Anxiety Disorder,By State,Kansas,2020-09-02,28.7,Mild
2893,Symptoms of Anxiety Disorder,By State,Kentucky,2020-09-02,34.2,Moderate
2894,Symptoms of Anxiety Disorder,By State,Louisiana,2020-09-02,36.8,High
2895,Symptoms of Anxiety Disorder,By State,Maine,2020-09-02,29.8,Mild
2896,Symptoms of Anxiety Disorder,By State,Maryland,2020-09-02,29.8,Mild
2897,Symptoms of Anxiety Disorder,By State,Massachusetts,2020-09-02,28.7,Mild
2898,Symptoms of Anxiety Disorder,By State,Michigan,2020-09-02,32.4,Moderate
2899,Symptoms of Anxiety Disorder,By State,Minnesota,2020-09-02,26.0,Mild
2900,Symptoms of Anxiety Disorder,By State,Mississippi,2020-09-02,31.3,Moderate
2901,Symptoms of Anxiety Disorder,By State,Missouri,2020-09-02,29.0,Mild
2902,Symptoms of Anxiety Disorder,By State,Montana,2020-09-02,29.6,Mild
2903,Symptoms of Anxiety Disorder,By State,Nebraska,2020-09-02,25.7,Mild
2904,Symptoms of Anxiety Disorder,By State,Nevada,2020-09-02,32.1,Moderate
2905,Symptoms of Anxiety Disorder,By State,New Hampshire,2020-09-02,31.6,Moderate
2906,Symptoms of Anxiety Disorder,By State,New Jersey,2020-09-02,30.7,Moderate
2907,Symptoms of Anxiety Disorder,By State,New Mexico,2020-09-02,34.7,Moderate
2908,Symptoms of Anxiety Disorder,By State,New York,2020-09-02,33.5,Moderate
2909,Symptoms of Anxiety Disorder,By State,North Carolina,2020-09-02,27.4,Mild
2910,Symptoms of Anxiety Disorder,By State,North Dakota,2020-09-02,22.2,Mild
2911,Symptoms of Anxiety Disorder,By State,Ohio,2020-09-02,32.1,Moderate
2912,Symptoms of Anxiety Disorder,By State,Oklahoma,2020-09-02,34.5,Moderate
2913,Symptoms of Anxiety Disorder,By State,Oregon,2020-09-02,36.9,High
2914,Symptoms of Anxiety Disorder,By State,Pennsylvania,2020-09-02,29.8,Mild
2915,Symptoms of Anxiety Disorder,By State,Rhode Island,2020-09-02,31.1,Moderate
2916,Symptoms of Anxiety Disorder,By State,South Carolina,2020-09-02,27.7,Mild
2917,Symptoms of Anxiety Disorder,By State,South Dakota,2020-09-02,24.7,Mild
2918,Symptoms of Anxiety Disorder,By State,Tennessee,2020-09-02,27.6,Mild
2919,Symptoms of Anxiety Disorder,By State,Texas,2020-09-02,32.6,Moderate
2920,Symptoms of Anxiety Disorder,By State,Utah,2020-09-02,29.2,Mild
2921,Symptoms of Anxiety Disorder,By State,Vermont,2020-09-02,30.2,Moderate
2922,Symptoms of Anxiety Disorder,By State,Virginia,2020-09-02,29.1,Mild
2923,Symptoms of Anxiety Disorder,By State,Washington,2020-09-02,30.8,Moderate
2924,Symptoms of Anxiety Disorder,By State,West Virginia,2020-09-02,33.5,Moderate
2925,Symptoms of Anxiety Disorder,By State,Wisconsin,2020-09-02,27.5,Mild
2926,Symptoms of Anxiety Disorder,By State,Wyoming,2020-09-02,29.4,Mild
2928,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,2020-09-02,47.3,Extreme
2929,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,2020-09-02,41.8,Extreme
2930,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,2020-09-02,38.2,High
2931,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,2020-09-02,35.0,Moderate
2932,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,2020-09-02,29.3,Mild
2933,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,2020-09-02,23.1,Mild
2934,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,2020-09-02,22.3,Mild
2935,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,2020-09-02,32.1,Moderate
2936,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,2020-09-02,39.9,High
2937,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-09-02,42.0,Extreme
2938,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-09-02,34.4,Moderate
2939,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-09-02,38.6,High
2940,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-09-02,27.4,Mild
2941,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-09-02,47.8,Extreme
2942,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2020-09-02,45.5,Extreme
2943,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2020-09-02,35.7,High
2944,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2020-09-02,39.0,High
2945,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2020-09-02,31.8,Moderate
2946,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,2020-09-02,38.1,High
2947,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,2020-09-02,33.6,Moderate
2948,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,2020-09-02,39.0,High
2949,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,2020-09-02,41.1,Extreme
2950,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,2020-09-02,39.1,High
2951,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,2020-09-02,36.7,High
2952,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,2020-09-02,36.1,High
2953,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,2020-09-02,33.3,Moderate
2954,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,2020-09-02,36.3,High
2955,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,2020-09-02,36.4,High
2956,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,2020-09-02,34.3,Moderate
2957,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,2020-09-02,39.4,High
2958,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,2020-09-02,35.3,High
2959,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,2020-09-02,37.6,High
2960,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,2020-09-02,33.1,Moderate
2961,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,2020-09-02,32.0,Moderate
2962,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,2020-09-02,32.5,Moderate
2963,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,2020-09-02,40.3,Extreme
2964,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,2020-09-02,41.7,Extreme
2965,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,2020-09-02,33.7,Moderate
2966,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,2020-09-02,35.4,High
2967,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,2020-09-02,32.7,Moderate
2968,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,2020-09-02,36.2,High
2969,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,2020-09-02,30.6,Moderate
2970,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,2020-09-02,38.6,High
2971,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,2020-09-02,33.1,Moderate
2972,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,2020-09-02,33.1,Moderate
2973,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,2020-09-02,30.4,Moderate
2974,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,2020-09-02,37.6,High
2975,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,2020-09-02,34.9,Moderate
2976,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,2020-09-02,35.4,High
2977,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,2020-09-02,40.2,Extreme
2978,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,2020-09-02,37.7,High
2979,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,2020-09-02,32.2,Moderate
2980,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,2020-09-02,26.3,Mild
2981,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,2020-09-02,36.4,High
2982,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,2020-09-02,38.4,High
2983,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,2020-09-02,40.9,Extreme
2984,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,2020-09-02,34.7,Moderate
2985,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,2020-09-02,34.9,Moderate
2986,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,2020-09-02,31.6,Moderate
2987,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,2020-09-02,29.9,Mild
2988,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,2020-09-02,32.4,Moderate
2989,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,2020-09-02,38.2,High
2990,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,2020-09-02,33.3,Moderate
2991,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-09-02,34.5,Moderate
2992,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-09-02,33.3,Moderate
2993,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-09-02,35.4,High
2994,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-09-02,38.4,High
2995,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-09-02,31.3,Moderate
2996,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-09-02,33.6,Moderate
2998,Symptoms of Depressive Disorder,By Age,18 - 29 years,2020-09-16,35.7,High
2999,Symptoms of Depressive Disorder,By Age,30 - 39 years,2020-09-16,28.5,Mild
3000,Symptoms of Depressive Disorder,By Age,40 - 49 years,2020-09-16,25.1,Mild
3001,Symptoms of Depressive Disorder,By Age,50 - 59 years,2020-09-16,23.6,Mild
3002,Symptoms of Depressive Disorder,By Age,60 - 69 years,2020-09-16,20.8,Mild
3003,Symptoms of Depressive Disorder,By Age,70 - 79 years,2020-09-16,15.5,Mild
3004,Symptoms of Depressive Disorder,By Age,80 years and above,2020-09-16,12.5,Mild
3005,Symptoms of Depressive Disorder,By Sex,Male,2020-09-16,22.7,Mild
3006,Symptoms of Depressive Disorder,By Sex,Female,2020-09-16,27.2,Mild
3007,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,2020-09-16,31.0,Moderate
3008,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-09-16,23.4,Mild
3009,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-09-16,25.8,Mild
3010,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-09-16,21.0,Mild
3011,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-09-16,31.4,Moderate
3012,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2020-09-16,34.4,Moderate
3013,Symptoms of Depressive Disorder,By Education,High school diploma or GED,2020-09-16,25.7,Mild
3014,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2020-09-16,27.4,Mild
3015,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2020-09-16,19.9,Mild
3016,Symptoms of Depressive Disorder,By State,Alabama,2020-09-16,28.6,Mild
3017,Symptoms of Depressive Disorder,By State,Alaska,2020-09-16,25.2,Mild
3018,Symptoms of Depressive Disorder,By State,Arizona,2020-09-16,28.2,Mild
3019,Symptoms of Depressive Disorder,By State,Arkansas,2020-09-16,23.1,Mild
3020,Symptoms of Depressive Disorder,By State,California,2020-09-16,28.7,Mild
3021,Symptoms of Depressive Disorder,By State,Colorado,2020-09-16,25.2,Mild
3022,Symptoms of Depressive Disorder,By State,Connecticut,2020-09-16,19.0,Mild
3023,Symptoms of Depressive Disorder,By State,Delaware,2020-09-16,18.3,Mild
