,Indicator,Group,State,Subgroup,Time Period Start Date,Value,year
6808,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2021-06-09,24.8,2021
6809,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2021-06-09,22.2,2021
6810,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2021-06-09,26.1,2021
6811,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2021-06-09,22.5,2021
6812,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2021-06-09,24.3,2021
6813,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2021-06-09,28.7,2021
6814,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2021-06-09,19.9,2021
6815,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2021-06-09,30.1,2021
6816,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2021-06-09,31.7,2021
6817,Symptoms of Anxiety Disorder,By State,Maine,Maine,2021-06-09,24.6,2021
6818,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2021-06-09,26.9,2021
6819,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-06-09,22.4,2021
6820,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2021-06-09,24.1,2021
6821,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2021-06-09,22.5,2021
6822,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2021-06-09,31.7,2021
6823,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2021-06-09,28.9,2021
6824,Symptoms of Anxiety Disorder,By State,Montana,Montana,2021-06-09,24.0,2021
6825,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2021-06-09,21.8,2021
6826,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2021-06-09,30.1,2021
6827,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-06-09,19.1,2021
6828,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2021-06-09,26.9,2021
6829,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2021-06-09,31.2,2021
6830,Symptoms of Anxiety Disorder,By State,New York,New York,2021-06-09,25.4,2021
6831,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2021-06-09,22.8,2021
6832,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2021-06-09,24.1,2021
6833,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2021-06-09,25.4,2021
6834,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-06-09,35.7,2021
6835,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2021-06-09,25.1,2021
6836,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,24.9,2021
6837,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-06-09,28.1,2021
6838,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2021-06-09,25.0,2021
6839,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2021-06-09,17.3,2021
6840,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2021-06-09,26.8,2021
6841,Symptoms of Anxiety Disorder,By State,Texas,Texas,2021-06-09,26.1,2021
6842,Symptoms of Anxiety Disorder,By State,Utah,Utah,2021-06-09,26.5,2021
6843,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2021-06-09,20.9,2021
6844,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2021-06-09,23.8,2021
6845,Symptoms of Anxiety Disorder,By State,Washington,Washington,2021-06-09,24.8,2021
6846,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2021-06-09,32.7,2021
6847,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-06-09,20.7,2021
6848,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2021-06-09,21.6,2021
6849,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-06-09,30.4,2021
6850,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-06-09,45.5,2021
6851,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-06-09,37.1,2021
6852,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-06-09,33.4,2021
6853,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-06-09,28.8,2021
6854,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-06-09,22.7,2021
6855,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-06-09,16.3,2021
6856,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-06-09,9.7,2021
6857,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-06-09,27.6,2021
6858,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-06-09,33.0,2021
6859,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-09,35.8,2021
6860,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-09,28.3,2021
6861,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-09,34.3,2021
6862,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-09,22.8,2021
6863,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-09,45.4,2021
6864,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-09,35.4,2021
6865,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-09,33.6,2021
6866,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-09,34.2,2021
6867,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-09,23.1,2021
6868,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,With disability,2021-06-09,61.5,2021
6869,Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,United States,Without disability,2021-06-09,25.8,2021
6870,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-06-09,29.5,2021
6871,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-06-09,31.8,2021
6872,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-06-09,32.0,2021
6873,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-06-09,34.5,2021
6874,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2021-06-09,31.5,2021
6875,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-06-09,28.3,2021
6876,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-06-09,30.6,2021
6877,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-06-09,31.4,2021
6878,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-09,25.0,2021
6879,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-06-09,34.0,2021
6880,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-06-09,33.6,2021
6881,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-06-09,24.9,2021
6882,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-06-09,29.5,2021
6883,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-06-09,29.4,2021
6884,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-06-09,30.2,2021
6885,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-06-09,32.4,2021
6886,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-06-09,25.9,2021
6887,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-06-09,33.2,2021
6888,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-06-09,36.3,2021
6889,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-06-09,28.6,2021
6890,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-06-09,31.1,2021
6891,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-09,27.1,2021
6892,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-06-09,27.2,2021
6893,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-06-09,25.9,2021
6894,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-06-09,39.2,2021
6895,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-06-09,31.9,2021
6896,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-06-09,26.7,2021
6897,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-06-09,25.4,2021
6898,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-06-09,33.9,2021
6899,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-09,21.0,2021
6900,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-06-09,31.0,2021
6901,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-06-09,35.7,2021
6902,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-06-09,30.5,2021
6903,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-06-09,25.7,2021
6904,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-06-09,26.5,2021
6905,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-06-09,28.4,2021
6906,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-09,38.6,2021
6907,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-06-09,29.0,2021
6908,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-09,28.0,2021
6909,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-09,31.3,2021
6910,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-06-09,30.0,2021
6911,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-06-09,23.5,2021
6912,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-06-09,31.3,2021
6913,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-06-09,31.7,2021
6914,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-06-09,29.8,2021
6915,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-06-09,23.0,2021
6916,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-06-09,28.3,2021
6917,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-06-09,29.0,2021
6918,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-06-09,37.2,2021
6919,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-09,22.4,2021
6920,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-06-09,26.1,2021
6921,Symptoms of Depressive Disorder,National Estimate,United States,United States,2021-06-23,20.9,2021
6922,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,2021-06-23,37.3,2021
6923,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,2021-06-23,24.4,2021
6924,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,2021-06-23,21.8,2021
6925,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,2021-06-23,18.9,2021
6926,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,2021-06-23,14.2,2021
6927,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,2021-06-23,10.3,2021
6928,Symptoms of Depressive Disorder,By Age,United States,80 years and above,2021-06-23,11.4,2021
6929,Symptoms of Depressive Disorder,By Sex,United States,Male,2021-06-23,18.4,2021
6930,Symptoms of Depressive Disorder,By Sex,United States,Female,2021-06-23,23.1,2021
6931,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-06-23,26.4,2021
6932,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-06-23,18.6,2021
6933,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-06-23,24.2,2021
6934,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-06-23,16.8,2021
6935,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-06-23,32.9,2021
6936,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,2021-06-23,32.8,2021
6937,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,2021-06-23,22.7,2021
6938,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-06-23,24.6,2021
6939,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-06-23,13.4,2021
6940,Symptoms of Depressive Disorder,By Disability status,United States,With disability,2021-06-23,46.2,2021
6941,Symptoms of Depressive Disorder,By Disability status,United States,Without disability,2021-06-23,17.0,2021
6942,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2021-06-23,25.3,2021
6943,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2021-06-23,17.9,2021
6944,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2021-06-23,27.2,2021
6945,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2021-06-23,17.4,2021
6946,Symptoms of Depressive Disorder,By State,California,California,2021-06-23,22.6,2021
6947,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2021-06-23,18.6,2021
6948,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2021-06-23,18.1,2021
6949,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2021-06-23,17.4,2021
6950,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2021-06-23,20.3,2021
6951,Symptoms of Depressive Disorder,By State,Florida,Florida,2021-06-23,19.1,2021
6952,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2021-06-23,23.3,2021
6953,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2021-06-23,28.2,2021
6954,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2021-06-23,20.7,2021
6955,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2021-06-23,16.0,2021
6956,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2021-06-23,21.1,2021
6957,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2021-06-23,15.4,2021
6958,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2021-06-23,16.9,2021
6959,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2021-06-23,26.2,2021
6960,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2021-06-23,21.9,2021
6961,Symptoms of Depressive Disorder,By State,Maine,Maine,2021-06-23,15.1,2021
6962,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2021-06-23,21.3,2021
6963,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2021-06-23,18.8,2021
6964,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2021-06-23,22.1,2021
6965,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2021-06-23,15.6,2021
6966,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2021-06-23,24.4,2021
6967,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2021-06-23,21.1,2021
6968,Symptoms of Depressive Disorder,By State,Montana,Montana,2021-06-23,16.1,2021
6969,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2021-06-23,17.7,2021
6970,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2021-06-23,26.2,2021
6971,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2021-06-23,19.3,2021
6972,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2021-06-23,14.4,2021
6973,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2021-06-23,29.6,2021
6974,Symptoms of Depressive Disorder,By State,New York,New York,2021-06-23,18.6,2021
6975,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2021-06-23,22.7,2021
6976,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2021-06-23,16.9,2021
6977,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2021-06-23,22.1,2021
6978,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2021-06-23,26.8,2021
6979,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2021-06-23,25.3,2021
6980,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-06-23,19.1,2021
6981,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2021-06-23,19.7,2021
6982,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2021-06-23,25.3,2021
6983,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2021-06-23,21.4,2021
6984,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2021-06-23,23.1,2021
6985,Symptoms of Depressive Disorder,By State,Texas,Texas,2021-06-23,22.4,2021
6986,Symptoms of Depressive Disorder,By State,Utah,Utah,2021-06-23,18.8,2021
6987,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2021-06-23,11.5,2021
6988,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2021-06-23,17.1,2021
6989,Symptoms of Depressive Disorder,By State,Washington,Washington,2021-06-23,18.8,2021
6990,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2021-06-23,24.8,2021
6991,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2021-06-23,17.2,2021
