,Indicator,Group,Subgroup,Time Period Start Date,Value,Risk
5180,Symptoms of Depressive Disorder,By State,Delaware,02/17/2021,21.6,Mild
5181,Symptoms of Depressive Disorder,By State,District of Columbia,02/17/2021,21.3,Mild
5182,Symptoms of Depressive Disorder,By State,Florida,02/17/2021,27.8,Moderate
5183,Symptoms of Depressive Disorder,By State,Georgia,02/17/2021,28.3,Moderate
5184,Symptoms of Depressive Disorder,By State,Hawaii,02/17/2021,22.3,Mild
5185,Symptoms of Depressive Disorder,By State,Idaho,02/17/2021,24.1,Mild
5186,Symptoms of Depressive Disorder,By State,Illinois,02/17/2021,27.4,Moderate
5187,Symptoms of Depressive Disorder,By State,Indiana,02/17/2021,26.9,Moderate
5188,Symptoms of Depressive Disorder,By State,Iowa,02/17/2021,25.3,Moderate
5189,Symptoms of Depressive Disorder,By State,Kansas,02/17/2021,22.9,Mild
5190,Symptoms of Depressive Disorder,By State,Kentucky,02/17/2021,34.0,High
5191,Symptoms of Depressive Disorder,By State,Louisiana,02/17/2021,31.9,High
5192,Symptoms of Depressive Disorder,By State,Maine,02/17/2021,25.9,Moderate
5193,Symptoms of Depressive Disorder,By State,Maryland,02/17/2021,25.0,Moderate
5194,Symptoms of Depressive Disorder,By State,Massachusetts,02/17/2021,29.3,Moderate
5195,Symptoms of Depressive Disorder,By State,Michigan,02/17/2021,26.9,Moderate
5196,Symptoms of Depressive Disorder,By State,Minnesota,02/17/2021,18.3,Mild
5197,Symptoms of Depressive Disorder,By State,Mississippi,02/17/2021,32.9,High
5198,Symptoms of Depressive Disorder,By State,Missouri,02/17/2021,27.2,Moderate
5199,Symptoms of Depressive Disorder,By State,Montana,02/17/2021,23.5,Mild
5200,Symptoms of Depressive Disorder,By State,Nebraska,02/17/2021,18.8,Mild
5201,Symptoms of Depressive Disorder,By State,Nevada,02/17/2021,36.1,Extreme
5202,Symptoms of Depressive Disorder,By State,New Hampshire,02/17/2021,23.5,Mild
5203,Symptoms of Depressive Disorder,By State,New Jersey,02/17/2021,26.5,Moderate
5204,Symptoms of Depressive Disorder,By State,New Mexico,02/17/2021,32.0,High
5205,Symptoms of Depressive Disorder,By State,New York,02/17/2021,28.2,Moderate
5206,Symptoms of Depressive Disorder,By State,North Carolina,02/17/2021,30.3,High
5207,Symptoms of Depressive Disorder,By State,North Dakota,02/17/2021,20.3,Mild
5208,Symptoms of Depressive Disorder,By State,Ohio,02/17/2021,29.1,Moderate
5209,Symptoms of Depressive Disorder,By State,Oklahoma,02/17/2021,29.5,Moderate
5210,Symptoms of Depressive Disorder,By State,Oregon,02/17/2021,29.7,Moderate
5211,Symptoms of Depressive Disorder,By State,Pennsylvania,02/17/2021,27.4,Moderate
5212,Symptoms of Depressive Disorder,By State,Rhode Island,02/17/2021,26.5,Moderate
5213,Symptoms of Depressive Disorder,By State,South Carolina,02/17/2021,29.6,Moderate
5214,Symptoms of Depressive Disorder,By State,South Dakota,02/17/2021,20.2,Mild
5215,Symptoms of Depressive Disorder,By State,Tennessee,02/17/2021,31.2,High
5216,Symptoms of Depressive Disorder,By State,Texas,02/17/2021,27.6,Moderate
5217,Symptoms of Depressive Disorder,By State,Utah,02/17/2021,25.4,Moderate
5218,Symptoms of Depressive Disorder,By State,Vermont,02/17/2021,25.7,Moderate
5219,Symptoms of Depressive Disorder,By State,Virginia,02/17/2021,25.3,Moderate
5220,Symptoms of Depressive Disorder,By State,Washington,02/17/2021,27.8,Moderate
5221,Symptoms of Depressive Disorder,By State,West Virginia,02/17/2021,29.0,Moderate
5222,Symptoms of Depressive Disorder,By State,Wisconsin,02/17/2021,20.7,Mild
5223,Symptoms of Depressive Disorder,By State,Wyoming,02/17/2021,28.3,Moderate
5224,Symptoms of Anxiety Disorder,National Estimate,United States,02/17/2021,33.4,High
5225,Symptoms of Anxiety Disorder,By Age,18 - 29 years,02/17/2021,47.4,Extreme
5226,Symptoms of Anxiety Disorder,By Age,30 - 39 years,02/17/2021,38.9,Extreme
5227,Symptoms of Anxiety Disorder,By Age,40 - 49 years,02/17/2021,35.6,Extreme
5228,Symptoms of Anxiety Disorder,By Age,50 - 59 years,02/17/2021,32.3,High
5229,Symptoms of Anxiety Disorder,By Age,60 - 69 years,02/17/2021,25.8,Moderate
5230,Symptoms of Anxiety Disorder,By Age,70 - 79 years,02/17/2021,19.6,Mild
5231,Symptoms of Anxiety Disorder,By Age,80 years and above,02/17/2021,18.1,Mild
5232,Symptoms of Anxiety Disorder,By Sex,Male,02/17/2021,29.6,Moderate
5233,Symptoms of Anxiety Disorder,By Sex,Female,02/17/2021,36.8,Extreme
5234,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,02/17/2021,36.9,Extreme
5235,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",02/17/2021,32.1,High
5236,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",02/17/2021,35.5,Extreme
5237,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",02/17/2021,27.6,Moderate
5238,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",02/17/2021,42.8,Extreme
5239,Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,02/17/2021,39.2,Extreme
5240,Symptoms of Anxiety Disorder,By Education,High school diploma or GED,02/17/2021,33.4,High
5241,Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,02/17/2021,37.4,Extreme
5242,Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,02/17/2021,28.2,Moderate
5243,Symptoms of Anxiety Disorder,By State,Alabama,02/17/2021,30.0,High
5244,Symptoms of Anxiety Disorder,By State,Alaska,02/17/2021,31.9,High
5245,Symptoms of Anxiety Disorder,By State,Arizona,02/17/2021,31.6,High
5246,Symptoms of Anxiety Disorder,By State,Arkansas,02/17/2021,33.7,High
5247,Symptoms of Anxiety Disorder,By State,California,02/17/2021,35.9,Extreme
5248,Symptoms of Anxiety Disorder,By State,Colorado,02/17/2021,31.8,High
5249,Symptoms of Anxiety Disorder,By State,Connecticut,02/17/2021,35.8,Extreme
5250,Symptoms of Anxiety Disorder,By State,Delaware,02/17/2021,30.3,High
5251,Symptoms of Anxiety Disorder,By State,District of Columbia,02/17/2021,34.5,High
5252,Symptoms of Anxiety Disorder,By State,Florida,02/17/2021,32.2,High
5253,Symptoms of Anxiety Disorder,By State,Georgia,02/17/2021,34.7,High
5254,Symptoms of Anxiety Disorder,By State,Hawaii,02/17/2021,31.9,High
5255,Symptoms of Anxiety Disorder,By State,Idaho,02/17/2021,30.2,High
5256,Symptoms of Anxiety Disorder,By State,Illinois,02/17/2021,34.2,High
5257,Symptoms of Anxiety Disorder,By State,Indiana,02/17/2021,33.9,High
5258,Symptoms of Anxiety Disorder,By State,Iowa,02/17/2021,29.1,Moderate
5259,Symptoms of Anxiety Disorder,By State,Kansas,02/17/2021,27.6,Moderate
5260,Symptoms of Anxiety Disorder,By State,Kentucky,02/17/2021,40.1,Extreme
5261,Symptoms of Anxiety Disorder,By State,Louisiana,02/17/2021,39.0,Extreme
5262,Symptoms of Anxiety Disorder,By State,Maine,02/17/2021,33.4,High
5263,Symptoms of Anxiety Disorder,By State,Maryland,02/17/2021,32.3,High
5264,Symptoms of Anxiety Disorder,By State,Massachusetts,02/17/2021,33.4,High
5265,Symptoms of Anxiety Disorder,By State,Michigan,02/17/2021,32.7,High
5266,Symptoms of Anxiety Disorder,By State,Minnesota,02/17/2021,25.0,Moderate
5267,Symptoms of Anxiety Disorder,By State,Mississippi,02/17/2021,40.5,Extreme
5268,Symptoms of Anxiety Disorder,By State,Missouri,02/17/2021,34.4,High
5269,Symptoms of Anxiety Disorder,By State,Montana,02/17/2021,25.2,Moderate
5270,Symptoms of Anxiety Disorder,By State,Nebraska,02/17/2021,21.4,Mild
5271,Symptoms of Anxiety Disorder,By State,Nevada,02/17/2021,40.9,Extreme
5272,Symptoms of Anxiety Disorder,By State,New Hampshire,02/17/2021,26.6,Moderate
5273,Symptoms of Anxiety Disorder,By State,New Jersey,02/17/2021,33.1,High
5274,Symptoms of Anxiety Disorder,By State,New Mexico,02/17/2021,33.5,High
5275,Symptoms of Anxiety Disorder,By State,New York,02/17/2021,32.7,High
5276,Symptoms of Anxiety Disorder,By State,North Carolina,02/17/2021,33.0,High
5277,Symptoms of Anxiety Disorder,By State,North Dakota,02/17/2021,25.3,Moderate
5278,Symptoms of Anxiety Disorder,By State,Ohio,02/17/2021,33.7,High
5279,Symptoms of Anxiety Disorder,By State,Oklahoma,02/17/2021,36.1,Extreme
5280,Symptoms of Anxiety Disorder,By State,Oregon,02/17/2021,35.5,Extreme
5281,Symptoms of Anxiety Disorder,By State,Pennsylvania,02/17/2021,32.6,High
5282,Symptoms of Anxiety Disorder,By State,Rhode Island,02/17/2021,32.8,High
5283,Symptoms of Anxiety Disorder,By State,South Carolina,02/17/2021,27.9,Moderate
5284,Symptoms of Anxiety Disorder,By State,South Dakota,02/17/2021,26.8,Moderate
5285,Symptoms of Anxiety Disorder,By State,Tennessee,02/17/2021,37.6,Extreme
5286,Symptoms of Anxiety Disorder,By State,Texas,02/17/2021,34.8,High
5287,Symptoms of Anxiety Disorder,By State,Utah,02/17/2021,32.4,High
5288,Symptoms of Anxiety Disorder,By State,Vermont,02/17/2021,29.0,Moderate
5289,Symptoms of Anxiety Disorder,By State,Virginia,02/17/2021,31.9,High
5290,Symptoms of Anxiety Disorder,By State,Washington,02/17/2021,34.2,High
5291,Symptoms of Anxiety Disorder,By State,West Virginia,02/17/2021,33.3,High
5292,Symptoms of Anxiety Disorder,By State,Wisconsin,02/17/2021,26.4,Moderate
5293,Symptoms of Anxiety Disorder,By State,Wyoming,02/17/2021,33.2,High
5294,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,02/17/2021,38.9,Extreme
5295,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,18 - 29 years,02/17/2021,56.1,Extreme
5296,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,30 - 39 years,02/17/2021,45.0,Extreme
5297,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,40 - 49 years,02/17/2021,39.8,Extreme
5298,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,50 - 59 years,02/17/2021,37.2,Extreme
5299,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,60 - 69 years,02/17/2021,30.4,High
5300,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,70 - 79 years,02/17/2021,24.3,Mild
5301,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,80 years and above,02/17/2021,22.4,Mild
5302,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Male,02/17/2021,35.5,Extreme
5303,Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,Female,02/17/2021,42.0,Extreme
5304,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,02/17/2021,42.9,Extreme
5305,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",02/17/2021,37.4,Extreme
5306,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",02/17/2021,41.5,Extreme
5307,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",02/17/2021,33.8,High
5308,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",02/17/2021,48.6,Extreme
5309,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,02/17/2021,46.0,Extreme
5310,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,02/17/2021,39.7,Extreme
5311,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,02/17/2021,43.5,Extreme
5312,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,02/17/2021,32.3,High
5313,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,02/17/2021,36.5,Extreme
5314,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,02/17/2021,35.6,Extreme
5315,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,02/17/2021,38.9,Extreme
5316,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,02/17/2021,39.7,Extreme
5317,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,02/17/2021,41.5,Extreme
5318,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,02/17/2021,37.6,Extreme
5319,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,02/17/2021,40.6,Extreme
5320,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,02/17/2021,33.7,High
5321,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,02/17/2021,36.4,Extreme
5322,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,02/17/2021,38.5,Extreme
5323,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,02/17/2021,40.7,Extreme
5324,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,02/17/2021,34.6,High
5325,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,02/17/2021,35.9,Extreme
5326,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,02/17/2021,38.2,Extreme
5327,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,02/17/2021,38.8,Extreme
5328,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,02/17/2021,34.3,High
5329,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,02/17/2021,31.5,High
5330,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,02/17/2021,45.9,Extreme
5331,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,02/17/2021,42.5,Extreme
5332,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,02/17/2021,36.8,Extreme
5333,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,02/17/2021,36.8,Extreme
5334,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,02/17/2021,39.7,Extreme
5335,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,02/17/2021,38.3,Extreme
5336,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,02/17/2021,27.8,Moderate
5337,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,02/17/2021,45.8,Extreme
5338,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,02/17/2021,37.8,Extreme
5339,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,02/17/2021,31.1,High
5340,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,02/17/2021,25.5,Moderate
5341,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,02/17/2021,46.5,Extreme
5342,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,02/17/2021,34.4,High
5343,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,02/17/2021,38.0,Extreme
5344,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,02/17/2021,42.5,Extreme
5345,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,02/17/2021,38.7,Extreme
5346,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,02/17/2021,38.8,Extreme
5347,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,02/17/2021,30.1,High
5348,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,02/17/2021,38.3,Extreme
5349,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,02/17/2021,42.2,Extreme
5350,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,02/17/2021,41.2,Extreme
5351,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,02/17/2021,38.3,Extreme
5352,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,02/17/2021,38.5,Extreme
5353,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,02/17/2021,36.6,Extreme
5354,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,02/17/2021,31.3,High
5355,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,02/17/2021,43.5,Extreme
5356,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,02/17/2021,40.9,Extreme
5357,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,02/17/2021,36.8,Extreme
5358,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,02/17/2021,37.2,Extreme
5359,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,02/17/2021,37.0,Extreme
5360,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,02/17/2021,40.1,Extreme
5361,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,02/17/2021,39.1,Extreme
5362,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,02/17/2021,30.4,High
5363,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,02/17/2021,38.1,Extreme
5364,Symptoms of Depressive Disorder,National Estimate,United States,03/03/2021,26.4,Moderate
5365,Symptoms of Depressive Disorder,By Age,18 - 29 years,03/03/2021,41.2,Extreme
5366,Symptoms of Depressive Disorder,By Age,30 - 39 years,03/03/2021,30.7,High
5367,Symptoms of Depressive Disorder,By Age,40 - 49 years,03/03/2021,26.5,Moderate
5368,Symptoms of Depressive Disorder,By Age,50 - 59 years,03/03/2021,23.7,Mild
5369,Symptoms of Depressive Disorder,By Age,60 - 69 years,03/03/2021,19.3,Mild
5370,Symptoms of Depressive Disorder,By Age,70 - 79 years,03/03/2021,15.4,Mild
5371,Symptoms of Depressive Disorder,By Age,80 years and above,03/03/2021,18.0,Mild
5372,Symptoms of Depressive Disorder,By Sex,Male,03/03/2021,24.2,Mild
5373,Symptoms of Depressive Disorder,By Sex,Female,03/03/2021,28.4,Moderate
5374,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic or Latino,03/03/2021,28.2,Moderate
5375,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",03/03/2021,25.3,Moderate
5376,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",03/03/2021,28.7,Moderate
5377,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",03/03/2021,21.7,Mild
5378,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",03/03/2021,35.8,Extreme
5379,Symptoms of Depressive Disorder,By Education,Less than a high school diploma,03/03/2021,34.1,High
5380,Symptoms of Depressive Disorder,By Education,High school diploma or GED,03/03/2021,28.0,Moderate
5381,Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,03/03/2021,29.9,High
5382,Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,03/03/2021,19.8,Mild
5383,Symptoms of Depressive Disorder,By State,Alabama,03/03/2021,29.0,Moderate
5384,Symptoms of Depressive Disorder,By State,Alaska,03/03/2021,24.5,Mild
5385,Symptoms of Depressive Disorder,By State,Arizona,03/03/2021,29.3,Moderate
5386,Symptoms of Depressive Disorder,By State,Arkansas,03/03/2021,35.0,High
5387,Symptoms of Depressive Disorder,By State,California,03/03/2021,28.5,Moderate
5388,Symptoms of Depressive Disorder,By State,Colorado,03/03/2021,27.0,Moderate
